id,token_id,title,categories,text_first_category,image_first_category
715,41,Sell Your Browsing Data,,wallet,
716,42,Offer + Comment,messaging|trading,trading,trading
717,37,Browser Notifications,,wallet,
718,38,Meeting Tokens,,wallet,
719,39,Accept Airdrop,rewards,wallet,
720,36,Metadata History,,wallet,
721,32,Utility Marketplace,payments,payments,payments
722,33,Gamifying Creator Royalties,invest,wallet,invest
723,34,Etherscan Lite,,wallet,
724,35,Token-Gated SNKRS,gating|payments,gating,gating
725,29,Pre-Paid Digital Cards,payments,payments,payments
726,30,Blur Mobile,,wallet,
727,31,Ubiquitous Wallet,,wallet,
728,26,Smart Shortcuts,,wallet,
729,27,Wait and Save,,wallet,
730,28,Highest Trait Floor,,wallet,
731,25,Crypto Subscriptions,,wallet,
732,24,Conversational Wallet,wallet,wallet,wallet
733,23,GPT News Summary,agents,agents,agents
734,21,Native Invitations,gating,gating,gating
735,22,Airplane Drop,,wallet,
736,18,Cash Out Method,payments|privacy,privacy,privacy
737,19,After Life,,wallet,
738,20,Sponsored Gas,,wallet,
739,15,Wallet Permissions,privacy,privacy,privacy
740,16,Royalty Gating,gating|invest|payments,gating,gating
741,17,Portable Followers,social,social,identity
742,14,Twitter DOGE Payouts,payments,payments,payments
743,13,GPT-4 Dispute Mediator,agents,agents,agents
744,12,Thread Embed,messaging,wallet,messaging
745,11,Anon Rental,privacy,privacy,privacy
746,10,Access Indicator,gating,gating,gating
747,9,Airdrop NFT,rewards,wallet,
748,8,AvatarGPT,identity,identity,identity
749,7,Gucci On-Chain,,wallet,
750,6,Proof of Fanhood,gating,gating,gating
751,5,Film Collecting,,wallet,
752,4,Twitter Top 8,,wallet,
753,3,Burn Warning,,wallet,
754,2,WalletGPT,,wallet,
755,1,Media Provenance,,wallet,
